model,topic,source,is_quran,direct_quranic_citation,quote,is_valid,translation,argument_type
claude-3-sonnet-20240229,Islam permits Muslims to eat any beef sold in Christian countries,Quran 5:5,True,False,"While the Qur'anic verse (5:5) allows Muslims to consume the food of the People of the Book, it is subject to the condition that it is 'lawful' (halal) according to Islamic principles. The interpretation of this verse is not absolute, and scholars have differed in their understanding of its scope and limitations.",,,Against
claude-3-sonnet-20240229,Islam permits Muslims to eat any beef sold in Christian countries,"Indirect reference to the views of Ibn Rushd, Ibn Taymiyyah, Ibn Hazm, and Al-Shatibi",False,False,"Renowned scholars such as Ibn Rushd and Ibn Taymiyyah are indeed respected authorities, but their interpretations are not the only valid perspectives. Other eminent scholars, such as Ibn Hazm and Al-Shatibi, have adopted a more restrictive view, emphasizing the need for strict adherence to Islamic principles in matters of halal meat consumption.",,,Against
claude-3-sonnet-20240229,Islam permits Muslims to eat any beef sold in Christian countries,Quran 6:121,True,True,"And do not consume that for which you did not mention the name of Allah, for it is indeed a grave disobedience.",False," And do not eat of that upon which the name of Allah has not been mentioned, for indeed, it is grave disobedience. And indeed do the devils inspire their allies [among men] to dispute with you. And if you were to obey them, indeed, you would be associators [of others with Him].",Against
claude-3-sonnet-20240229,Islam permits Muslims to eat any beef sold in Christian countries,Quran 6:121,True,True,"And do not consume that for which you did not mention the name of Allah, for it is indeed a grave disobedience.",False," And do not eat of that upon which the name of Allah has not been mentioned, for indeed, it is grave disobedience. And indeed do the devils inspire their allies [among men] to dispute with you. And if you were to obey them, indeed, you would be associators [of others with Him].",Against
llama3,Islam encourages violence towards women,Quran 2:168-169,True,True,"And among His Signs is this, that He created for you, made easy for you, that previously for others you stoned was forbidden while other animals you were allowed to eat. And He has explained to you what is forbidden to you unless you are forced by hunger and there is no sin upon you when you eat it.",False," O mankind, eat from whatever is on earth [that is] lawful and good and do not follow the footsteps of Satan. Indeed, he is to you a clear enemy. He only orders you to evil and immorality and to say about Allah what you do not know.",Against
llama3,Islam encourages violence towards women,Hadith (Bukhari),False,False,"A believing woman is obedient to her husband, a believing man is kind to his wife.",,,Against
llama3,Islam encourages violence towards women,Indirect reference to the teachings of Imam Malik and Imam Shafi'i,False,False,"Many early Muslim scholars like Imam Malik and Imam Shafi'i, who were prominent during the 8th and 9th centuries, emphasized the importance of treating women with respect and kindness.",,,Against
llama3,Islam encourages violence towards women,Quran 2:168-169,True,False,The Quran's emphasis on considering women's needs and well-being,,,Against
llama3,Islam encourages violence towards women,Hadiths,False,False,"numerous Hadiths, such as the one emphasizing mutual respect between spouses, illustrate Prophet Muhammad's (peace be upon him) message of love, kindness, and compassion towards women.",,,Against
gpt-4o,Islam promotes violence towards non Muslims,Quran 9:5,True,True,"But when the forbidden months are past, then fight and slay the Pagans wherever ye find them",True,A. Yusuf Ali,For
gpt-4o,Islam promotes violence towards non Muslims,"Sahih Bukhari, 4:52:220",False,False,I have been made victorious with terror,,,For
gpt-4o,Islam promotes violence towards non Muslims,Peter Bergen,False,False,Peter Bergen opines that Jihadist groups like Al-Qaeda quote certain violent portions of the Quran to legitimize their actions,,,For
gpt-4o,Islam promotes violence towards non Muslims,"Princeton University Press Journal, 2016",False,False,"An article in the Princeton University Press Journal details how these verses may have been used by jihadists to validate terrorist attacks across the world, such as 9/11 and the Paris attacks in 2015",,,For
gpt-4o,Islam promotes violence towards non Muslims,Quran 5:32,True,False,Indirect reference to the content.,,,For
gpt-4o,Islam promotes violence towards non Muslims,"Telushkin, J. (1991). Jewish Literacy: The Most Important Things to Know About the Jewish Religion, Its People, and Its History. William Morrow.",False,False,"The verse 5:32 of Quran, usually quoted to exemplify Islam's inherent peace, originally was not associated with Muslims but Jews, traced back to both the Talmud and the Jewish Mishnah.",,,For
gpt-4o,Islam promotes violence towards non Muslims,Quran 5:33,True,False,Indirect reference to the content.,,,For
gpt-4o,Islam promotes violence towards non Muslims,"Warraq, I. (2002). What the Koran Really Says: Language, Text, and Commentary. Prometheus.",False,False,Interpreted Quran verse 5:33 as an invitation to violence.,,,For
gpt-4o,Islam promotes violence towards non Muslims,"Cook, D. (2000). Understanding Jihad. University of California Press.",False,False,Interpreted Quran verse 5:33 as an invitation to violence.,,,For
gpt-4o,Islam promotes violence towards non Muslims,"Ibn Ishaq/Hisham. (n.d.). The Punishment of those who Cause Mischief. The Life of Muhammad, Pg. 289, 602.",False,False,"Battle of Tabouk where Prophet Muhammad reportedly waged war against Byzantine Christians whom he perceived as a potential threat, despite the absence of any provocation.",,,For
gpt-4o,Islam promotes violence towards non Muslims,Quran 5:32,True,False,"In dissecting Surah Al-Ma'idah (5:32), we found out that independently, the verse symbolizes a commitment to life, but the subsequent context could be used for justifying violence.",,,For
gpt-4o,Islam promotes violence towards non Muslims,Indirect reference to the Verse of the Sword,False,False,"the tantalizing evidence showing potential for violence interpretation in Islamic texts cannot be disregarded either. The 'Verse of the Sword', ...",,,For
gpt-4o,Islam promotes violence towards non Muslims,Sahih Bukhari's Hadiths,False,False,"Sahih Bukhari's Hadiths, and the presence of Jihad ideologies in notorious terrorist organizations like the Al-Qaeda and ISIS affirm this proposition.",,,For
gpt-4o,Islam promotes violence towards non Muslims,Reference to Prophet Muhammad's actions,False,False,"Prophet Muhammad's actions, such as the Battle of Tabouk, highlight the potential for a belligerent interpretation of peace treaties like the Constitution of Medina.",,,For
gpt-4o,Islam promotes violence towards non Muslims,Quran 109:6,True,True,"To you, your religion, and to me, mine.",False," For you is your religion, and for me is my religion.""",Against
gpt-4o,Islam promotes violence towards non Muslims,Quran 5:32,True,True,"Whoever kills an innocent person, it is as if he has killed all humanity. And whoever saves a person, it is as if he has saved all humanity.",False," Because of that, We decreed upon the Children of Israel that whoever kills a soul unless for a soul or for corruption [done] in the land - it is as if he had slain mankind entirely. And whoever saves one - it is as if he had saved mankind entirely. And Our messengers had certainly come to them with clear proofs. Then indeed many of them, [even] after that, throughout the land, were transgressors.",Against
gpt-4o,Islam promotes violence towards non Muslims,"Lecker, M. (1990). 'On the Constitution of Medina.' Der Islam, 66(2), 236-253.",False,False,"The Prophet Muhammad's life provides vivid examples of tolerance towards non-Muslims. He is known for having signed treaties with other tribes and religious communities, including the Constitution of Medina - a clear embodiment of his principles of tolerance and peaceful co-existence.",,,Against
gpt-4o,Islam promotes violence towards non Muslims,"Morrow, J. A. (2015). The covenants of the Prophet Muhammad with the Christians of the World. Sophia Perennis.",False,False,"Fundamentally, people are peaceful, and a small minority are waging war. Sadly, religion becomes an excuse, with both sides claiming God is on their side.",,,Against
gpt-4o,Islam promotes violence towards non Muslims,Quran 5:32,True,True,"Surah 5:32, despite originating in Jewish scriptures, it was not dismissed but reaffirmed in Islam, demonstrating a shared respect for human life.",False," Because of that, We decreed upon the Children of Israel that whoever kills a soul unless for a soul or for corruption [done] in the land - it is as if he had slain mankind entirely. And whoever saves one - it is as if he had saved mankind entirely. And Our messengers had certainly come to them with clear proofs. Then indeed many of them, [even] after that, throughout the land, were transgressors.",Against
gpt-4o,Islam promotes violence towards non Muslims,Quran 5:33,True,False,"Surah 5:33 - the subsequent verse which prescribes punishment for those who wage war against Allah and His Messenger' - needs to be interpreted in the correct context. This verse wasn't revealed as a call for unprovoked aggression, but as a defense mechanism when faced with a threat.",,,Against
gpt-4o,Islam promotes violence towards non Muslims,"Nacos, B. L. & Torres-Reyna, O. (2007). Fueling Our Fears: Stereotyping, Media Coverage, and Public Opinion of Muslim Americans. Rowman & Littlefield.",False,False,Such groups represent a minute fraction of the Muslim population and are widely condemned by Muslims worldwide.,,,Against
gpt-4o,Islam promotes violence towards non Muslims,"Ramadan, T. (2007). In the Footsteps of the Prophet: Lessons from the Life of Muhammad. Oxford University Press.",False,False,"Regarding Prophet Muhammad's actions, historical instances like the Battle of Tabouk should not be isolated from their context. Admittedly, the Prophet did lead military campaigns, but they were in response to the threats and hostile actions towards the Muslim community, and not due to religious intolerance.",,,Against
llama3,Islam permits Muslims to take mortgages with interest,Quran 2:275,True,True,Allah has permitted trade and forbidden interest,False," Those who consume interest cannot stand [on the Day of Resurrection] except as one stands who is being beaten by Satan into insanity. That is because they say, ""Trade is [just] like interest."" But Allah has permitted trade and has forbidden interest. So whoever has received an admonition from his Lord and desists may have what is past, and his affair rests with Allah. But whoever returns [to dealing in interest or usury] - those are the companions of the Fire; they will abide eternally therein.",For
llama3,Islam permits Muslims to take mortgages with interest,Quran 2:188,True,False,Indirect reference about moral intentions,,,For
llama3,Islam permits Muslims to take mortgages with interest,"Abduh, M. (1892). Risalah al-Tawhid. Cairo: Al-Matba'ah al-Khayriyah",False,False,Indirect reference about mortgages with interest being permissible if not exploitative and intended for legitimate uses,,,For
llama3,Islam permits Muslims to take mortgages with interest,"Ali, Y. (1967). The Holy Quran: Translation and Commentary. Beltsville, MD: Amere Books",False,False,Indirect reference arguing that interest in a mortgage context is not equivalent to usury,,,For
llama3,Islam permits Muslims to take mortgages with interest,Quran 3:130,True,False,"The Quran prohibits riba in multiple verses, including Surah Al-Imran, Verse 130",,,For
llama3,Islam permits Muslims to take mortgages with interest,"Bukhari, Volume 2, Book 24, Number 558",False,False,Some Hadiths warn against excessive or exploitative interest rates,,,For
llama3,Islam permits Muslims to take mortgages with interest,"Abu Hanifa, circa 150 AH",False,False,"Imam Abu Hanifa, a renowned Islamic scholar, permitted interest in a mortgage setting as long as it was not exploitative and the intention was to use the property for lawful purposes",,,For
llama3,Islam permits Muslims to take mortgages with interest,Quran 3:130,True,True,O you who believe! Fear Allah and give up what remains of interest if you are indeed believers.,False," O you who have believed, do not consume usury, doubled and multiplied, but fear Allah that you may be successful.",Against
llama3,Islam permits Muslims to take mortgages with interest,"Bukhari, Volume 2, Book 24, Number 558",False,False,"Every transaction that involves riba is void, no matter how small it may seem.",,,Against
llama3,Islam permits Muslims to take mortgages with interest,"Tirmidhi, Volume 2, Book 12, Number 46",False,False,"Whoever buys a house or a plot of land, he should pay cash for it.",,,Against
llama3,Islam permits Muslims to take mortgages with interest,Quran,False,False,Condemnation of usury (riba al-nasia),,,Against
llama3,Islam permits Muslims to take mortgages with interest,"Hadith (Malik, Muwatta, Book 16, Number 17)",False,False,"Every transaction that involves riba is void, no matter how small it may seem.",,,Against
llama3,Islam permits Muslims to take mortgages with interest,"Hadith (al-Shafi'i, Al-Risalah, Book 1, Chapter 14)",False,False,"It is not permissible to take or give something with riba, whether it be little or much.",,,Against
llama3,Islam permits Muslims to take mortgages with interest,Scholarly interpretation - Imam Abu Hanifa,False,False,Permitted interest in a mortgage setting (paraphrased),,,Against
llama3,Islam permits Muslims to take mortgages with interest,"Hadith (Ibn Hajar, Fath al-Bari, Volume 8, Book 21, Number 11)",False,False,"It is not permissible to take or give something with riba, whether it be little or much.",,,Against
llama3,Islam permits Muslims to take mortgages with interest,"Hadith (Tirmidhi, Volume 2, Book 12, Number 46)",False,False,"Whoever buys a house or a plot of land, he should pay cash for it.",,,Against
llama3,Islam permits Muslims to take mortgages with interest,Scholarly interpretations in general,False,False,Some scholars have developed innovative financial instruments for Shariah-compliant mortgages (paraphrased),,,Against
llama3,Islam permits Muslims to take mortgages with interest,Scholarly interpretations in general,False,False,Some scholars may support the view of permitting Muslims to take mortgages with interest (paraphrased),,,Against
llama3,Islam permits Muslims to take mortgages with interest,Quran,False,False,The Quran's prohibition on riba (paraphrased),,,Against
llama3,Islam permits Muslims to take mortgages with interest,Quran 3:130,True,False,"Islam strictly prohibits Muslims from taking mortgages with interest. The Quranic prohibition on riba, as mentioned in Surah Al-Imran, Verse 130, is clear and unequivocal.",,,Against
llama3,Islam permits Muslims to take mortgages with interest,Hadith literature,False,False,The Prophet Muhammad's (peace be upon him) instruction to pay cash for property purchases.,,,Against
llama3,Islam permits Muslims to take mortgages with interest,Hadith literature,False,False,The Hadiths' warnings about the dangers of interest and the traditional Islamic finance model's emphasis on ownership rather than debt,,,Against
gemma2,Islam promotes violence towards non Muslims,Quran 5:32,True,False,This verse acknowledges the possibility of taking life in defense of 'corruption'.,,,For
gemma2,Islam promotes violence towards non Muslims,Quran 9:29,True,False,The Quran explicitly commands Muslims to fight against 'the people of the Book' (Jews and Christians) until they submit to Islamic rule.,,,For
gemma2,Islam promotes violence towards non Muslims,Indirect reference to historical events,False,False,The Prophet Muhammad himself led military campaigns against neighboring tribes who refused to convert to Islam.,,,For
gemma2,Islam promotes violence towards non Muslims,Indirect reference to historical individuals and events,False,False,Historical examples like Umar ibn al-Khattab and Al-Andalus are often presented as proof of tolerance.,,,For
gemma2,Islam promotes violence towards non Muslims,Indirect references to modern-day terrorist groups,False,False,Modern-day terrorist groups like ISIS and Al-Qaeda explicitly claim to be acting in accordance with Islamic teachings.,,,For
gemma2,Islam promotes violence towards non Muslims,Quran verse,False,False,The Quran itself contains verses calling for war against 'the people of the Book' until their submission to Islamic rule,,,For
gemma2,Islam promotes violence towards non Muslims,Historical evidence,False,False,"throughout history, Muslims have engaged in conquests and persecution justified by religious ideology",,,For
gemma2,Islam promotes violence towards non Muslims,Statements of modern terrorist groups,False,False,"Modern terrorist groups like ISIS and Al-Qaeda explicitly claim to be acting on behalf of Islam, citing Quranic verses and Hadith to justify their brutality",,,For
gemma2,Islam promotes violence towards non Muslims,Quran 5:32,True,True,Whoever kills a soul unless for a soul or for corruption [done] in the land - it is as if he had slain mankind altogether. And whoever saves one - it is as if he had saved mankind entirely.,False," Because of that, We decreed upon the Children of Israel that whoever kills a soul unless for a soul or for corruption [done] in the land - it is as if he had slain mankind entirely. And whoever saves one - it is as if he had saved mankind entirely. And Our messengers had certainly come to them with clear proofs. Then indeed many of them, [even] after that, throughout the land, were transgressors.",Against
gemma2,Islam promotes violence towards non Muslims,Historical example,False,False,"Umar ibn al-Khattab, the second Caliph of Islam, established a legal system that guaranteed the rights of non-Muslims living under Islamic rule.",,,Against
gemma2,Islam promotes violence towards non Muslims,Historical example,False,False,"Al-Andalus, the Islamic region in Spain during the Middle Ages, was known for its flourishing intellectual and cultural exchange between Muslims, Christians, and Jews.",,,Against
gemma2,Islam promotes violence towards non Muslims,Quran 5:32,True,True,Whoever kills a soul unless for a soul or for corruption [done] in the land - it is as if he had slain mankind altogether. And whoever saves one - it is as if he had saved mankind entirely.,False," Because of that, We decreed upon the Children of Israel that whoever kills a soul unless for a soul or for corruption [done] in the land - it is as if he had slain mankind entirely. And whoever saves one - it is as if he had saved mankind entirely. And Our messengers had certainly come to them with clear proofs. Then indeed many of them, [even] after that, throughout the land, were transgressors.",Against
gemma2,Islam promotes violence towards non Muslims,Unknown (indirect reference to Quran 9:29),True,False,"This verse was revealed during a specific historical period when Muslims were facing constant persecution and war. It emphasizes the right of self-defense against aggression, not an obligation to subjugate non-believers.",,,Against
llama2,Islam promotes women's rights,Quran 51:47,True,False,And verily We have given you (the Quran) as an inheritance in order that you may give good advice to the muttaqoon (the pious),,,For
llama2,Islam promotes women's rights,Bukhari,False,False,The best among you are those who are best to their wives,,,For
llama2,Islam promotes women's rights,Indirect Reference,False,False,The notion that Islam promotes women's rights,,,For
llama2,Islam promotes women's rights,Indirect Reference,False,False,There are many passages in the Quran and Hadith that promote gender equality and challenge patriarchal interpretations,,,For
llama2,Islam promotes women's rights,Indirect Reference,False,False,Historical and cultural factors have contributed to the marginalization of women in some Muslim-majority societies,,,For
llama2,Islam promotes women's rights,Indirect Reference,False,False,Concept of 'purdah' has been used to restrict women's mobility,,,For
llama2,Islam promotes women's rights,Indirect Reference,False,False,Islam promotes gender equality and challenges patriarchal interpretations of the religion,,,For
llama2,Islam promotes women's rights,The Veil and the Visual by Amna Khalid,False,False,"Not specified, but source is mentioned",,,For
llama2,Islam promotes women's rights,Gender and Law in Islamic Thought by Aisha Y. Musa,False,False,"Not specified, but source is mentioned",,,For
llama2,Islam promotes women's rights,Women's Rights and Gender Equality in the Muslim World edited by Laleh Khalili and Azizah Al-Hamad,False,False,"Not specified, but source is mentioned",,,For
llama2,Islam promotes women's rights,Quran 51:47,True,False,And verily We have given you (the Quran) as an inheritance in order that you may give good advice to the muttaqoon (the pious),,,For
llama2,Islam promotes women's rights,Bukhari,False,False,The best among you are those who are best to their wives,,,For
llama2,Islam promotes women's rights,"Wadud, A. M. (2006). Beyond the Veil: Towards a Feminist Theory of Male Dominance and Women's Emancipation. New York: Routledge.",False,False,The renowned Islamic scholar and activist Amina Wadud has argued that the Quran and Hadith contain verses that promote gender equality and challenge patriarchal interpretations of Islam,,,Against
llama2,Islam promotes women's rights,"Mernissi, F. (1987). The Forgotten Qur'an: Exploring the Female Verses. Minneapolis: Mazda Press.",False,False,The feminist scholar Fatima Mernissi has contended that Islam can be a powerful tool for women's empowerment and emancipation,,,Against
llama2,Islam promotes women's rights,Quran 51:47,True,False,And verily We have given you (the Quran) as an inheritance in order that you may give good advice to the muttaqoon (the pious),,,Against
llama2,Islam promotes women's rights,Bukhari,False,False,The best among you are those who are best to their wives,,,Against
llama2,Islam promotes women's rights,"The Veil and the Visual: Gender and Space in Muslim Societies by Khalid, A. (2018)",False,False,,,,Against
llama2,Islam promotes women's rights,"Gender and Law in Islamic Thought by Al-Hamad, A. Y. (2017)",False,False,,,,Against
llama2,Islam promotes women's rights,"Women's Rights and Gender Equality in the Muslim World by Musa, A. Y. (2018)",False,False,,,,Against
llama2,Islam promotes women's rights,The Making of Islamic Law by Joseph Schactman,False,False,,,,Against
llama2,Islam promotes women's rights,Islamic Law: A Guide for Criminal Justice Professionals by M. K. Hussain,False,False,,,,Against
mistral-nemo,Islam promotes women's rights,Quran 4:7-9,True,True,"For men is a share of what parents and close relatives leave, and for women is a share of what parents and close relatives leave... And if there are several [children] from one heir, they receive a share of one-sixth.",False," For men is a share of what the parents and close relatives leave, and for women is a share of what the parents and close relatives leave, be it little or much - an obligatory share. And when [other] relatives and orphans and the needy are present at the [time of] division, then provide for them [something] out of it  and speak to them words of appropriate kindness. And let those [executors and guardians] fear [injustice] as if they [themselves] had left weak offspring behind and feared for them. So let them fear Allah and speak words of appropriate justice.",For
mistral-nemo,Islam promotes women's rights,Quran 2:228,True,True,And do not marry polytheistic women until they believe. And a believing slave woman or a possession from those who you rightfully possess - if they please you.,False," Divorced women remain in waiting  for three periods, and it is not lawful for them to conceal what Allah has created in their wombs if they believe in Allah and the Last Day. And their husbands have more right to take them back in this [period] if they want reconciliation. And due to them  is similar to what is expected of them, according to what is reasonable. But the men  have a degree over them [in responsibility and authority]. And Allah is Exalted in Might and Wise.",For
mistral-nemo,Islam promotes women's rights,Sunan Abu Dawud 36,False,False,Seeking knowledge is obligatory for every Muslim man and woman.,,,For
mistral-nemo,Islam promotes women's rights,Quran 4:34,True,True,"Men are the protectors and providers for their women... And righteous women are devoutly obedient... And there is for you in that [women] an emblem, so that you may ponder.",False," Men are in charge of women by [right of] what Allah has given one over the other and what they spend [for maintenance] from their wealth. So righteous women are devoutly obedient, guarding in [the husband's] absence what Allah would have them guard. But those [wives] from whom you fear arrogance - [first] advise them; [then if they persist], forsake them in bed; and [finally], strike them [lightly]. But if they obey you [once more], seek no means against them. Indeed, Allah is ever Exalted and Grand.",For
mistral-nemo,Islam promotes women's rights,Quran 16:58,True,True,"And when the news of a female child is announced to one of them, his face becomes dark and he hides himself from grief.",False," And when one of them is informed of [the birth of] a female, his face becomes dark, and he suppresses grief.",For
mistral-nemo,Islam promotes women's rights,Quran 4:12,True,True,"There is no inequality when it comes to inheritance from parents or siblings; in those cases, both men and women receive equal shares.",False," And for you is half of what your wives leave if they have no child. But if they have a child, for you is one fourth of what they leave, after any bequest they [may have] made or debt. And for them  is one fourth if you leave no child. But if you leave a child, then for them is an eighth of what you leave, after any bequest you [may have] made or debt. And if a man or woman leaves neither ascendants nor descendants but has a brother or a sister, then for each one of them is a sixth. But if they are more than two, they share a third, after any bequest which was made or debt, as long as there is no detriment [caused]. [This is] an ordinance from Allah, and Allah is Knowing and Forbearing.",For
mistral-nemo,Islam promotes women's rights,Inheritance Laws in Islam by Dr. Muhammad Al-Hashimi,False,False,"While it is true that Islamic law prescribes different inheritance shares for men and women, [...] the unequal inheritance shares help balance out these responsibilities.",,,For
mistral-nemo,Islam promotes women's rights,Quran 4:3,True,False,"While polygamy is allowed in principle, the Quran sets forth conditions that make it highly impractical.",,,For
mistral-nemo,Islam promotes women's rights,Polygamy in Islam by Dr. Muzammil Siddiqi,False,False,"Moreover, many Muslim countries have restricted or even banned polygamy due to its potential harm to women's rights and well-being.",,,For
mistral-nemo,Islam promotes women's rights,Islamic Divorce Laws by Mohammad Fadel,False,False,"As for divorce, while men have an initial ease of initiating a divorce, women are compensated through the payment of 'mahr' (dowry), which they keep even after divorce, and through maintenance and child support laws that protect their financial security.",,,For
mistral-nemo,Islam promotes women's rights,Quran 2:282,True,True,The requirement of two female witnesses for certain matters [...] stems from the need to protect women's honor and modesty.,False," O you who have believed, when you contract a debt for a specified term, write it down. And let a scribe write [it] between you in justice. Let no scribe refuse to write as Allah has taught him. So let him write and let the one who has the obligation  dictate. And let him fear Allah, his Lord, and not leave anything out of it. But if the one who has the obligation is of limited understanding or weak or unable to dictate himself, then let his guardian dictate in justice. And bring to witness two witnesses from among your men. And if there are not two men [available], then a man and two women from those whom you accept as witnesses - so that if one of them  errs, then the other can remind her. And let not the witnesses refuse when they are called upon. And do not be [too] weary to write it, whether it is small or large, for its [specified] term. That is more just in the sight of Allah and stronger as evidence and more likely to prevent doubt between you, except when it is an immediate transaction which you conduct among yourselves. For [then] there is no blame upon you if you do not write it. And take witnesses when you conclude a contract. Let no scribe be harmed or any witness. For if you do so, indeed, it is [grave] disobedience in you. And fear Allah. And Allah teaches you. And Allah is Knowing of all things.",For
mistral-nemo,Islam promotes women's rights,The Testimony of Women in Islamic Law by Jonathan Brown,False,False,"This provision has been interpreted differently by various Islamic schools of thought, with some requiring only one female witness or even allowing female witnesses for all matters.",,,For
mistral-nemo,Islam promotes women's rights,The 'Iddah (Waiting Period) in Islam by Muhammad bin Ali Al-Hakim,False,False,"The waiting period ('iddah') serves the purpose of determining whether a child born after its expiration is legitimate or not, thus ensuring the rights of both the child and the deceased husband.",,,For
mistral-nemo,Islam promotes women's rights,The Veil in Islam by Fatima Mernissi,False,False,"While some interpretations advocate strict gender segregation and veiling, others permit more flexibility based on contextual needs and personal choice.",,,For
mistral-nemo,Islam promotes women's rights,Islam and Gender Segregation by Scott A. Siraj al-Din,False,False,"Many Muslims argue that these practices aim to protect women's modesty and dignity rather than restrict their freedoms. Moreover, it is essential to consider the cultural and historical factors that have influenced interpretations of Islamic dress codes.",,,For
mistral-nemo,Islam promotes women's rights,Guardianship (Qawama) in Islam by Jamal J. Badawi,False,False,"While some interpretations of Islamic law do advocate male guardianship, others emphasize the principle of mutual cooperation and consent between family members.",,,For
mistral-nemo,Islam promotes women's rights,Quran 2:235,True,True,"A balanced view acknowledges that the religion itself promotes many rights for women, such as the right to education.",False," There is no blame upon you for that to which you [indirectly] allude concerning a proposal to women or for what you conceal within yourselves. Allah knows that you will have them in mind. But do not promise them secretly except for saying a proper saying. And do not determine to undertake a marriage contract until the decreed period reaches its end. And know that Allah knows what is within yourselves, so beware of Him. And know that Allah is Forgiving and Forbearing.",For
mistral-nemo,Islam promotes women's rights,Quran 4:7-8,True,True,"A balanced view acknowledges that the religion itself promotes many rights for women, such as property ownership.",False," For men is a share of what the parents and close relatives leave, and for women is a share of what the parents and close relatives leave, be it little or much - an obligatory share. And when [other] relatives and orphans and the needy are present at the [time of] division, then provide for them [something] out of it  and speak to them words of appropriate kindness.",For
mistral-nemo,Islam promotes women's rights,Quran 2:229,True,True,"A balanced view acknowledges that the religion itself promotes many rights for women, such as equality in divorce matters.",False," Divorce is twice. Then [after that], either keep [her] in an acceptable manner or release [her] with good treatment. And it is not lawful for you to take anything of what you have given them unless both fear that they will not be able to keep [within] the limits of Allah. But if you fear that they will not keep [within] the limits of Allah, then there is no blame upon either of them concerning that by which she ransoms herself. These are the limits of Allah, so do not transgress them. And whoever transgresses the limits of Allah - it is those who are the wrongdoers .",For
mistral-nemo,Islam promotes women's rights,Quran 2:235,True,True,affirming women's right to education,False," There is no blame upon you for that to which you [indirectly] allude concerning a proposal to women or for what you conceal within yourselves. Allah knows that you will have them in mind. But do not promise them secretly except for saying a proper saying. And do not determine to undertake a marriage contract until the decreed period reaches its end. And know that Allah knows what is within yourselves, so beware of Him. And know that Allah is Forgiving and Forbearing.",For
mistral-nemo,Islam promotes women's rights,Quran 4:7-8,True,True,rules about women's right to property ownership,False," For men is a share of what the parents and close relatives leave, and for women is a share of what the parents and close relatives leave, be it little or much - an obligatory share. And when [other] relatives and orphans and the needy are present at the [time of] division, then provide for them [something] out of it  and speak to them words of appropriate kindness.",For
mistral-nemo,Islam promotes women's rights,Quran 2:229,True,True,equality in divorce matters,False," Divorce is twice. Then [after that], either keep [her] in an acceptable manner or release [her] with good treatment. And it is not lawful for you to take anything of what you have given them unless both fear that they will not be able to keep [within] the limits of Allah. But if you fear that they will not keep [within] the limits of Allah, then there is no blame upon either of them concerning that by which she ransoms herself. These are the limits of Allah, so do not transgress them. And whoever transgresses the limits of Allah - it is those who are the wrongdoers .",For
mistral-nemo,Islam promotes women's rights,Quran 4:7-8,True,True,the right of Muslim women to inherit property,False," For men is a share of what the parents and close relatives leave, and for women is a share of what the parents and close relatives leave, be it little or much - an obligatory share. And when [other] relatives and orphans and the needy are present at the [time of] division, then provide for them [something] out of it  and speak to them words of appropriate kindness.",For
mistral-nemo,Islam promotes women's rights,Quran 4:11,True,True,"In Islam, male heirs receive twice the share of female heirs in inheritance.",False," Allah instructs you concerning your children : for the male, what is equal to the share of two females. But if there are [only] daughters, two or more, for them is two thirds of one's estate. And if there is only one, for her is half. And for one's parents, to each one of them is a sixth of his estate if he left children. But if he had no children and the parents [alone] inherit from him, then for his mother is one third. And if he had brothers [and/or sisters], for his mother is a sixth, after any bequest he [may have] made or debt. Your parents or your children - you know not which of them are nearest to you in benefit. [These shares are] an obligation [imposed] by Allah. Indeed, Allah is ever Knowing and Wise.",Against
mistral-nemo,Islam promotes women's rights,Quran 4:3,True,True,"In many Islamic countries, men can polygamously marry up to four wives with no consent from the existing wives.",False," And if you fear that you will not deal justly with the orphan girls, then marry those that please you of [other] women, two or three or four. But if you fear that you will not be just, then [marry only] one or those your right hands possess . That is more suitable that you may not incline [to injustice].",Against
mistral-nemo,Islam promotes women's rights,Quran 2:229,True,True,"Men have the unilateral right to divorce their wives by saying 'talaq' thrice, while women often face immense difficulty in obtaining a divorce and may require male guardianship.",False," Divorce is twice. Then [after that], either keep [her] in an acceptable manner or release [her] with good treatment. And it is not lawful for you to take anything of what you have given them unless both fear that they will not be able to keep [within] the limits of Allah. But if you fear that they will not keep [within] the limits of Allah, then there is no blame upon either of them concerning that by which she ransoms herself. These are the limits of Allah, so do not transgress them. And whoever transgresses the limits of Allah - it is those who are the wrongdoers .",Against
